rep	moi	hpi	fov	barcode	nucleus	spots	spots_per_infected_cell	mean_n
0	0.3 MOI	1	0	Ambiguous	Cytoplasm	13	0.3023255813953488	0.42173053144573436
0	0.3 MOI	1	0	Ambiguous	Nucleus	4	0.09302325581395349	1.1738546660487217
0	0.3 MOI	1	0	Unique	Cytoplasm	246	5.720930232558139	10.669984760321674
0	0.3 MOI	1	0	Unique	Nucleus	149	3.4651162790697674	10.671808320896362
0	0.3 MOI	1	1	Ambiguous	Cytoplasm	9	0.20930232558139533	0.42173053144573436
0	0.3 MOI	1	1	Ambiguous	Nucleus	1	0.023255813953488372	1.1738546660487217
0	0.3 MOI	1	1	Unique	Cytoplasm	262	6.093023255813954	10.669984760321674
0	0.3 MOI	1	1	Unique	Nucleus	105	2.441860465116279	10.671808320896362
0	0.3 MOI	1	2	Ambiguous	Cytoplasm	1	0.02127659574468085	0.06474303140059373
0	0.3 MOI	1	2	Ambiguous	Cytoplasm	9	0.19148936170212766	0.42173053144573436
0	0.3 MOI	1	2	Unique	Cytoplasm	256	5.446808510638298	10.669984760321674
0	0.3 MOI	1	2	Unique	Nucleus	112	2.382978723404255	10.671808320896362
0	0.3 MOI	1	3	Ambiguous	Cytoplasm	6	0.10526315789473684	0.42173053144573436
0	0.3 MOI	1	3	Unique	Cytoplasm	253	4.43859649122807	10.669984760321674
0	0.3 MOI	1	3	Unique	Nucleus	126	2.2105263157894735	10.671808320896362
0	0.3 MOI	1	4	Ambiguous	Cytoplasm	4	0.0851063829787234	0.42173053144573436
0	0.3 MOI	1	4	Ambiguous	Nucleus	3	0.06382978723404255	1.1738546660487217
0	0.3 MOI	1	4	Unique	Cytoplasm	315	6.702127659574468	10.669984760321674
0	0.3 MOI	1	4	Unique	Nucleus	134	2.851063829787234	10.671808320896362
0	0.3 MOI	1	5	Ambiguous	Cytoplasm	1	0.02	0.06474303140059373
0	0.3 MOI	1	5	Ambiguous	Cytoplasm	6	0.12	0.42173053144573436
0	0.3 MOI	1	5	Ambiguous	Nucleus	5	0.1	1.1738546660487217
0	0.3 MOI	1	5	Unique	Cytoplasm	315	6.3	10.669984760321674
0	0.3 MOI	1	5	Unique	Nucleus	154	3.08	10.671808320896362
0	0.3 MOI	1	6	Ambiguous	Cytoplasm	7	0.11864406779661017	0.42173053144573436
0	0.3 MOI	1	6	Ambiguous	Nucleus	1	0.01694915254237288	1.1738546660487217
0	0.3 MOI	1	6	Unique	Cytoplasm	268	4.5423728813559325	10.669984760321674
0	0.3 MOI	1	6	Unique	Nucleus	100	1.694915254237288	10.671808320896362
0	0.3 MOI	1	7	Ambiguous	Cytoplasm	8	0.12121212121212122	0.42173053144573436
0	0.3 MOI	1	7	Ambiguous	Nucleus	4	0.06060606060606061	1.1738546660487217
0	0.3 MOI	1	7	Unique	Cytoplasm	285	4.318181818181818	10.669984760321674
0	0.3 MOI	1	7	Unique	Nucleus	125	1.893939393939394	10.671808320896362
0	0.3 MOI	2	0	Ambiguous	Cytoplasm	2	0.03773584905660377	0.42979525686013703
0	0.3 MOI	2	0	Unique	Cytoplasm	125	2.358490566037736	11.360517885358487
0	0.3 MOI	2	0	Unique	Nucleus	61	1.150943396226415	14.0594270161564
0	0.3 MOI	2	1	Ambiguous	Cytoplasm	7	0.21875	0.42979525686013703
0	0.3 MOI	2	1	Unique	Cytoplasm	227	7.09375	11.360517885358487
0	0.3 MOI	2	1	Unique	Nucleus	130	4.0625	14.0594270161564
0	0.3 MOI	2	2	Ambiguous	Cytoplasm	1	0.023809523809523808	0.0703706749043622
0	0.3 MOI	2	2	Ambiguous	Cytoplasm	6	0.14285714285714285	0.42979525686013703
0	0.3 MOI	2	2	Ambiguous	Nucleus	1	0.023809523809523808	2.4586970832468498
0	0.3 MOI	2	2	Unique	Cytoplasm	211	5.023809523809524	11.360517885358487
0	0.3 MOI	2	2	Unique	Nucleus	88	2.0952380952380953	14.0594270161564
0	0.3 MOI	2	3	Ambiguous	Cytoplasm	1	0.02631578947368421	0.42979525686013703
0	0.3 MOI	2	3	Ambiguous	Nucleus	2	0.05263157894736842	2.4586970832468498
0	0.3 MOI	2	3	Unique	Cytoplasm	234	6.157894736842105	11.360517885358487
0	0.3 MOI	2	3	Unique	Nucleus	119	3.131578947368421	14.0594270161564
0	0.3 MOI	2	4	Ambiguous	Cytoplasm	5	0.0819672131147541	0.42979525686013703
0	0.3 MOI	2	4	Ambiguous	Nucleus	3	0.04918032786885246	2.4586970832468498
0	0.3 MOI	2	4	Unique	Cytoplasm	322	5.278688524590164	11.360517885358487
0	0.3 MOI	2	4	Unique	Nucleus	145	2.3770491803278686	14.0594270161564
0	0.3 MOI	2	5	Ambiguous	Cytoplasm	8	0.16666666666666666	0.42979525686013703
0	0.3 MOI	2	5	Ambiguous	Nucleus	4	0.08333333333333333	2.4586970832468498
0	0.3 MOI	2	5	Unique	Cytoplasm	306	6.375	11.360517885358487
0	0.3 MOI	2	5	Unique	Nucleus	133	2.770833333333333	14.0594270161564
0	0.3 MOI	2	6	Ambiguous	Cytoplasm	4	0.06349206349206349	0.42979525686013703
0	0.3 MOI	2	6	Ambiguous	Nucleus	1	0.015873015873015872	2.4586970832468498
0	0.3 MOI	2	6	Unique	Cytoplasm	267	4.238095238095238	11.360517885358487
0	0.3 MOI	2	6	Unique	Nucleus	112	1.7777777777777777	14.0594270161564
0	0.3 MOI	2	7	Ambiguous	Cytoplasm	4	0.06060606060606061	0.42979525686013703
0	0.3 MOI	2	7	Ambiguous	Nucleus	3	0.045454545454545456	2.4586970832468498
0	0.3 MOI	2	7	Unique	Cytoplasm	208	3.1515151515151514	11.360517885358487
0	0.3 MOI	2	7	Unique	Nucleus	78	1.1818181818181819	14.0594270161564
0	0.3 MOI	3	0	Ambiguous	Cytoplasm	5	0.2	0.7956453212108476
0	0.3 MOI	3	0	Ambiguous	Nucleus	2	0.08	1.2374647810603068
0	0.3 MOI	3	0	Unique	Cytoplasm	162	6.4799999999999995	16.571260561648568
0	0.3 MOI	3	0	Unique	Nucleus	57	2.2800000000000002	12.514756694284957
0	0.3 MOI	3	1	Ambiguous	Cytoplasm	4	0.16	0.7956453212108476
0	0.3 MOI	3	1	Ambiguous	Nucleus	6	0.24	1.2374647810603068
0	0.3 MOI	3	1	Unique	Cytoplasm	87	3.48	16.571260561648568
0	0.3 MOI	3	1	Unique	Nucleus	94	3.7600000000000002	12.514756694284957
0	0.3 MOI	3	2	Ambiguous	Nucleus	1	0.027777777777777776	0.2538222515778983
0	0.3 MOI	3	2	Ambiguous	Cytoplasm	7	0.19444444444444445	0.7956453212108476
0	0.3 MOI	3	2	Ambiguous	Nucleus	2	0.05555555555555555	1.2374647810603068
0	0.3 MOI	3	2	Unique	Cytoplasm	177	4.916666666666667	16.571260561648568
0	0.3 MOI	3	2	Unique	Nucleus	97	2.6944444444444446	12.514756694284957
0	0.3 MOI	3	3	Ambiguous	Cytoplasm	3	0.05555555555555555	0.12658249088793358
0	0.3 MOI	3	3	Ambiguous	Cytoplasm	14	0.25925925925925924	0.7956453212108476
0	0.3 MOI	3	3	Ambiguous	Nucleus	10	0.18518518518518517	1.2374647810603068
0	0.3 MOI	3	3	Unique	Cytoplasm	487	9.018518518518519	16.571260561648568
0	0.3 MOI	3	3	Unique	Nucleus	244	4.518518518518518	12.514756694284957
0	0.3 MOI	3	4	Ambiguous	Cytoplasm	3	0.07500000000000001	0.12658249088793358
0	0.3 MOI	3	4	Ambiguous	Cytoplasm	12	0.3	0.7956453212108476
0	0.3 MOI	3	4	Ambiguous	Nucleus	12	0.30000000000000004	1.2374647810603068
0	0.3 MOI	3	4	Unique	Cytoplasm	488	12.200000000000001	16.571260561648568
0	0.3 MOI	3	4	Unique	Nucleus	201	5.025	12.514756694284957
0	0.3 MOI	3	5	Ambiguous	Cytoplasm	2	0.0425531914893617	0.12658249088793358
0	0.3 MOI	3	5	Ambiguous	Nucleus	1	0.02127659574468085	0.2538222515778983
0	0.3 MOI	3	5	Ambiguous	Cytoplasm	22	0.46808510638297873	0.7956453212108476
0	0.3 MOI	3	5	Ambiguous	Nucleus	7	0.14893617021276595	1.2374647810603068
0	0.3 MOI	3	5	Unique	Cytoplasm	402	8.553191489361701	16.571260561648568
0	0.3 MOI	3	5	Unique	Nucleus	210	4.468085106382978	12.514756694284957
0	0.3 MOI	3	6	Ambiguous	Cytoplasm	2	0.045454545454545456	0.12658249088793358
0	0.3 MOI	3	6	Ambiguous	Cytoplasm	18	0.40909090909090906	0.7956453212108476
0	0.3 MOI	3	6	Ambiguous	Nucleus	5	0.11363636363636365	1.2374647810603068
0	0.3 MOI	3	6	Unique	Cytoplasm	410	9.318181818181818	16.571260561648568
0	0.3 MOI	3	6	Unique	Nucleus	162	3.6818181818181817	12.514756694284957
0	0.3 MOI	3	7	Ambiguous	Cytoplasm	2	0.038461538461538464	0.12658249088793358
0	0.3 MOI	3	7	Ambiguous	Nucleus	2	0.038461538461538464	0.2538222515778983
0	0.3 MOI	3	7	Ambiguous	Cytoplasm	10	0.19230769230769232	0.7956453212108476
0	0.3 MOI	3	7	Ambiguous	Nucleus	4	0.07692307692307693	1.2374647810603068
0	0.3 MOI	3	7	Unique	Cytoplasm	282	5.423076923076923	16.571260561648568
0	0.3 MOI	3	7	Unique	Nucleus	149	2.8653846153846154	12.514756694284957
0	0.3 MOI	4	0	Ambiguous	Cytoplasm	1	0.017241379310344827	0.34605639923529635
0	0.3 MOI	4	0	Ambiguous	Nucleus	1	0.017241379310344827	0.5666798445588477
0	0.3 MOI	4	0	Ambiguous	Cytoplasm	14	0.2413793103448276	1.929188526033495
0	0.3 MOI	4	0	Ambiguous	Nucleus	7	0.12068965517241378	2.046639658352762
0	0.3 MOI	4	0	Unique	Cytoplasm	376	6.482758620689656	21.702682433474997
0	0.3 MOI	4	0	Unique	Nucleus	239	4.120689655172414	12.939620162931794
0	0.3 MOI	4	1	Ambiguous	Cytoplasm	1	0.015384615384615385	0.34605639923529635
0	0.3 MOI	4	1	Ambiguous	Nucleus	1	0.015384615384615385	0.5666798445588477
0	0.3 MOI	4	1	Ambiguous	Cytoplasm	17	0.26153846153846155	1.929188526033495
0	0.3 MOI	4	1	Ambiguous	Nucleus	12	0.18461538461538463	2.046639658352762
0	0.3 MOI	4	1	Unique	Cytoplasm	489	7.523076923076923	21.702682433474997
0	0.3 MOI	4	1	Unique	Nucleus	293	4.507692307692308	12.939620162931794
0	0.3 MOI	4	2	Ambiguous	Cytoplasm	1	0.017543859649122806	0.34605639923529635
0	0.3 MOI	4	2	Ambiguous	Nucleus	1	0.017543859649122806	0.5666798445588477
0	0.3 MOI	4	2	Ambiguous	Cytoplasm	18	0.3157894736842105	1.929188526033495
0	0.3 MOI	4	2	Ambiguous	Nucleus	14	0.24561403508771928	2.046639658352762
0	0.3 MOI	4	2	Unique	Cytoplasm	510	8.947368421052632	21.702682433474997
0	0.3 MOI	4	2	Unique	Nucleus	324	5.684210526315789	12.939620162931794
0	0.3 MOI	4	3	Ambiguous	Cytoplasm	1	0.015384615384615385	0.34605639923529635
0	0.3 MOI	4	3	Ambiguous	Cytoplasm	24	0.36923076923076925	1.929188526033495
0	0.3 MOI	4	3	Ambiguous	Nucleus	9	0.13846153846153847	2.046639658352762
0	0.3 MOI	4	3	Unique	Cytoplasm	586	9.015384615384615	21.702682433474997
0	0.3 MOI	4	3	Unique	Nucleus	275	4.230769230769231	12.939620162931794
0	0.3 MOI	4	4	Ambiguous	Cytoplasm	3	0.04838709677419355	0.34605639923529635
0	0.3 MOI	4	4	Ambiguous	Cytoplasm	13	0.2096774193548387	1.929188526033495
0	0.3 MOI	4	4	Ambiguous	Nucleus	12	0.1935483870967742	2.046639658352762
0	0.3 MOI	4	4	Unique	Cytoplasm	467	7.532258064516129	21.702682433474997
0	0.3 MOI	4	4	Unique	Nucleus	302	4.870967741935484	12.939620162931794
0	0.3 MOI	4	5	Ambiguous	Cytoplasm	20	0.30303030303030304	1.929188526033495
0	0.3 MOI	4	5	Ambiguous	Nucleus	14	0.21212121212121213	2.046639658352762
0	0.3 MOI	4	5	Unique	Cytoplasm	605	9.166666666666666	21.702682433474997
0	0.3 MOI	4	5	Unique	Nucleus	383	5.803030303030303	12.939620162931794
0	0.3 MOI	4	6	Ambiguous	Cytoplasm	2	0.030303030303030304	0.34605639923529635
0	0.3 MOI	4	6	Ambiguous	Nucleus	1	0.015151515151515152	0.5666798445588477
0	0.3 MOI	4	6	Ambiguous	Cytoplasm	22	0.33333333333333337	1.929188526033495
0	0.3 MOI	4	6	Ambiguous	Nucleus	24	0.36363636363636365	2.046639658352762
0	0.3 MOI	4	6	Unique	Cytoplasm	710	10.757575757575758	21.702682433474997
0	0.3 MOI	4	6	Unique	Nucleus	367	5.5606060606060606	12.939620162931794
0	0.3 MOI	4	7	Ambiguous	Nucleus	3	0.043478260869565216	0.5666798445588477
0	0.3 MOI	4	7	Ambiguous	Cytoplasm	15	0.2173913043478261	1.929188526033495
0	0.3 MOI	4	7	Ambiguous	Nucleus	20	0.28985507246376807	2.046639658352762
0	0.3 MOI	4	7	Unique	Cytoplasm	443	6.420289855072464	21.702682433474997
0	0.3 MOI	4	7	Unique	Nucleus	258	3.739130434782609	12.939620162931794
0	0.3 MOI	5	0	Ambiguous	Cytoplasm	2	0.043478260869565216	1.1133449351443367
0	0.3 MOI	5	0	Ambiguous	Nucleus	3	0.06521739130434782	1.7368461666071082
0	0.3 MOI	5	0	Ambiguous	Cytoplasm	11	0.2391304347826087	5.216652393194266
0	0.3 MOI	5	0	Ambiguous	Nucleus	10	0.21739130434782608	4.973988062533318
0	0.3 MOI	5	0	Unique	Cytoplasm	399	8.67391304347826	25.080550105039677
0	0.3 MOI	5	0	Unique	Nucleus	198	4.304347826086956	15.67300863941156
0	0.3 MOI	5	1	Ambiguous	Cytoplasm	2	0.03636363636363636	1.1133449351443367
0	0.3 MOI	5	1	Ambiguous	Nucleus	2	0.03636363636363636	1.7368461666071082
0	0.3 MOI	5	1	Ambiguous	Cytoplasm	18	0.32727272727272727	5.216652393194266
0	0.3 MOI	5	1	Ambiguous	Nucleus	11	0.19999999999999998	4.973988062533318
0	0.3 MOI	5	1	Unique	Cytoplasm	530	9.636363636363637	25.080550105039677
0	0.3 MOI	5	1	Unique	Nucleus	220	4	15.67300863941156
0	0.3 MOI	5	2	Ambiguous	Cytoplasm	3	0.04838709677419355	1.1133449351443367
0	0.3 MOI	5	2	Ambiguous	Nucleus	4	0.06451612903225806	1.7368461666071082
0	0.3 MOI	5	2	Ambiguous	Cytoplasm	32	0.5161290322580645	5.216652393194266
0	0.3 MOI	5	2	Ambiguous	Nucleus	40	0.6451612903225806	4.973988062533318
0	0.3 MOI	5	2	Unique	Cytoplasm	723	11.661290322580646	25.080550105039677
0	0.3 MOI	5	2	Unique	Nucleus	413	6.661290322580645	15.67300863941156
0	0.3 MOI	5	3	Ambiguous	Cytoplasm	15	0.2459016393442623	1.1133449351443367
0	0.3 MOI	5	3	Ambiguous	Nucleus	29	0.47540983606557374	1.7368461666071082
0	0.3 MOI	5	3	Ambiguous	Cytoplasm	101	1.6557377049180328	5.216652393194266
0	0.3 MOI	5	3	Ambiguous	Nucleus	100	1.639344262295082	4.973988062533318
0	0.3 MOI	5	3	Unique	Cytoplasm	1035	16.9672131147541	25.080550105039677
0	0.3 MOI	5	3	Unique	Nucleus	478	7.836065573770492	15.67300863941156
0	0.3 MOI	5	4	Ambiguous	Cytoplasm	5	0.09803921568627451	1.1133449351443367
0	0.3 MOI	5	4	Ambiguous	Nucleus	2	0.0392156862745098	1.7368461666071082
0	0.3 MOI	5	4	Ambiguous	Cytoplasm	25	0.49019607843137253	5.216652393194266
0	0.3 MOI	5	4	Ambiguous	Nucleus	23	0.45098039215686275	4.973988062533318
0	0.3 MOI	5	4	Unique	Cytoplasm	756	14.823529411764707	25.080550105039677
0	0.3 MOI	5	4	Unique	Nucleus	476	9.333333333333334	15.67300863941156
0	0.3 MOI	5	5	Ambiguous	Cytoplasm	4	0.07407407407407407	1.1133449351443367
0	0.3 MOI	5	5	Ambiguous	Nucleus	9	0.16666666666666666	1.7368461666071082
0	0.3 MOI	5	5	Ambiguous	Cytoplasm	47	0.8703703703703705	5.216652393194266
0	0.3 MOI	5	5	Ambiguous	Nucleus	51	0.9444444444444445	4.973988062533318
0	0.3 MOI	5	5	Unique	Cytoplasm	716	13.25925925925926	25.080550105039677
0	0.3 MOI	5	5	Unique	Nucleus	379	7.018518518518518	15.67300863941156
0	0.3 MOI	5	6	Ambiguous	Cytoplasm	1	0.01818181818181818	1.1133449351443367
0	0.3 MOI	5	6	Ambiguous	Nucleus	1	0.01818181818181818	1.7368461666071082
0	0.3 MOI	5	6	Ambiguous	Cytoplasm	13	0.23636363636363636	5.216652393194266
0	0.3 MOI	5	6	Ambiguous	Nucleus	20	0.36363636363636365	4.973988062533318
0	0.3 MOI	5	6	Unique	Cytoplasm	579	10.527272727272727	25.080550105039677
0	0.3 MOI	5	6	Unique	Nucleus	270	4.909090909090909	15.67300863941156
0	0.3 MOI	5	7	Ambiguous	Cytoplasm	15	0.2542372881355932	1.1133449351443367
0	0.3 MOI	5	7	Ambiguous	Nucleus	11	0.1864406779661017	1.7368461666071082
0	0.3 MOI	5	7	Ambiguous	Cytoplasm	58	0.9830508474576272	5.216652393194266
0	0.3 MOI	5	7	Ambiguous	Nucleus	40	0.6779661016949152	4.973988062533318
0	0.3 MOI	5	7	Unique	Cytoplasm	585	9.915254237288135	25.080550105039677
0	0.3 MOI	5	7	Unique	Nucleus	286	4.8474576271186445	15.67300863941156
0	0.3 MOI	6	0	Ambiguous	Cytoplasm	14	0.6666666666666666	1.2580750576941073
0	0.3 MOI	6	0	Ambiguous	Nucleus	21	1	1.1507587984258898
0	0.3 MOI	6	0	Ambiguous	Cytoplasm	69	3.285714285714286	5.397591149562927
0	0.3 MOI	6	0	Ambiguous	Nucleus	66	3.142857142857143	3.224047695689764
0	0.3 MOI	6	0	Unique	Cytoplasm	272	12.952380952380953	19.585041381117477
0	0.3 MOI	6	0	Unique	Nucleus	182	8.666666666666666	10.320309412794527
0	0.3 MOI	6	1	Ambiguous	Cytoplasm	14	0.3333333333333333	1.2580750576941073
0	0.3 MOI	6	1	Ambiguous	Nucleus	18	0.4285714285714286	1.1507587984258898
0	0.3 MOI	6	1	Ambiguous	Cytoplasm	69	1.6428571428571428	5.397591149562927
0	0.3 MOI	6	1	Ambiguous	Nucleus	47	1.119047619047619	3.224047695689764
0	0.3 MOI	6	1	Unique	Cytoplasm	641	15.261904761904763	19.585041381117477
0	0.3 MOI	6	1	Unique	Nucleus	441	10.5	10.320309412794527
0	0.3 MOI	6	2	Ambiguous	Cytoplasm	6	0.12	1.2580750576941073
0	0.3 MOI	6	2	Ambiguous	Nucleus	27	0.54	1.1507587984258898
0	0.3 MOI	6	2	Ambiguous	Cytoplasm	73	1.46	5.397591149562927
0	0.3 MOI	6	2	Ambiguous	Nucleus	119	2.38	3.224047695689764
0	0.3 MOI	6	2	Unique	Cytoplasm	528	10.56	19.585041381117477
0	0.3 MOI	6	2	Unique	Nucleus	335	6.7	10.320309412794527
0	0.3 MOI	6	3	Ambiguous	Cytoplasm	10	0.2564102564102564	5.397591149562927
0	0.3 MOI	6	3	Ambiguous	Nucleus	1	0.02564102564102564	3.224047695689764
0	0.3 MOI	6	3	Unique	Cytoplasm	43	1.1025641025641026	19.585041381117477
0	0.3 MOI	6	3	Unique	Nucleus	11	0.28205128205128205	10.320309412794527
0	0.3 MOI	6	4	Ambiguous	Cytoplasm	15	0.38461538461538464	1.2580750576941073
0	0.3 MOI	6	4	Ambiguous	Nucleus	24	0.6153846153846154	1.1507587984258898
0	0.3 MOI	6	4	Ambiguous	Cytoplasm	96	2.4615384615384617	5.397591149562927
0	0.3 MOI	6	4	Ambiguous	Nucleus	129	3.3076923076923075	3.224047695689764
0	0.3 MOI	6	4	Unique	Cytoplasm	880	22.564102564102566	19.585041381117477
0	0.3 MOI	6	4	Unique	Nucleus	463	11.871794871794872	10.320309412794527
0	0.3 MOI	6	5	Ambiguous	Cytoplasm	22	0.5789473684210527	1.2580750576941073
0	0.3 MOI	6	5	Ambiguous	Nucleus	24	0.631578947368421	1.1507587984258898
0	0.3 MOI	6	5	Ambiguous	Cytoplasm	116	3.0526315789473686	5.397591149562927
0	0.3 MOI	6	5	Ambiguous	Nucleus	93	2.447368421052632	3.224047695689764
0	0.3 MOI	6	5	Unique	Cytoplasm	817	21.5	19.585041381117477
0	0.3 MOI	6	5	Unique	Nucleus	351	9.236842105263158	10.320309412794527
0	0.3 MOI	6	6	Ambiguous	Cytoplasm	6	0.14285714285714285	1.2580750576941073
0	0.3 MOI	6	6	Ambiguous	Nucleus	17	0.40476190476190477	1.1507587984258898
0	0.3 MOI	6	6	Ambiguous	Cytoplasm	48	1.1428571428571428	5.397591149562927
0	0.3 MOI	6	6	Ambiguous	Nucleus	107	2.5476190476190474	3.224047695689764
0	0.3 MOI	6	6	Unique	Cytoplasm	712	16.952380952380953	19.585041381117477
0	0.3 MOI	6	6	Unique	Nucleus	463	11.023809523809524	10.320309412794527
0	0.3 MOI	6	7	Ambiguous	Cytoplasm	5	0.125	1.2580750576941073
0	0.3 MOI	6	7	Ambiguous	Nucleus	19	0.47500000000000003	1.1507587984258898
0	0.3 MOI	6	7	Ambiguous	Cytoplasm	71	1.7750000000000001	5.397591149562927
0	0.3 MOI	6	7	Ambiguous	Nucleus	109	2.725	3.224047695689764
0	0.3 MOI	6	7	Unique	Cytoplasm	704	17.6	19.585041381117477
0	0.3 MOI	6	7	Unique	Nucleus	342	8.55	10.320309412794527
0	0.3 MOI	6	8	Ambiguous	Cytoplasm	13	0.3170731707317073	1.2580750576941073
0	0.3 MOI	6	8	Ambiguous	Nucleus	19	0.4634146341463415	1.1507587984258898
0	0.3 MOI	6	8	Ambiguous	Cytoplasm	111	2.707317073170732	5.397591149562927
0	0.3 MOI	6	8	Ambiguous	Nucleus	68	1.6585365853658538	3.224047695689764
0	0.3 MOI	6	8	Unique	Cytoplasm	772	18.829268292682926	19.585041381117477
0	0.3 MOI	6	8	Unique	Nucleus	293	7.146341463414634	10.320309412794527
0	0.3 MOI	7	0	Ambiguous	Cytoplasm	98	2.8823529411764706	3.146524119500038
0	0.3 MOI	7	0	Ambiguous	Nucleus	109	3.2058823529411766	2.612376948251635
0	0.3 MOI	7	0	Ambiguous	Cytoplasm	440	12.941176470588236	12.494298098749738
0	0.3 MOI	7	0	Ambiguous	Nucleus	317	9.323529411764707	7.027671367192433
0	0.3 MOI	7	0	Unique	Cytoplasm	1209	35.55882352941176	28.960221469887852
0	0.3 MOI	7	0	Unique	Nucleus	664	19.529411764705884	12.894387394486463
0	0.3 MOI	7	1	Ambiguous	Cytoplasm	172	3.017543859649123	3.146524119500038
0	0.3 MOI	7	1	Ambiguous	Nucleus	176	3.087719298245614	2.612376948251635
0	0.3 MOI	7	1	Ambiguous	Cytoplasm	715	12.543859649122808	12.494298098749738
0	0.3 MOI	7	1	Ambiguous	Nucleus	545	9.56140350877193	7.027671367192433
0	0.3 MOI	7	1	Unique	Cytoplasm	2005	35.175438596491226	28.960221469887852
0	0.3 MOI	7	1	Unique	Nucleus	922	16.17543859649123	12.894387394486463
0	0.3 MOI	7	2	Ambiguous	Cytoplasm	169	3.3800000000000003	3.146524119500038
0	0.3 MOI	7	2	Ambiguous	Nucleus	196	3.92	2.612376948251635
0	0.3 MOI	7	2	Ambiguous	Cytoplasm	715	14.3	12.494298098749738
0	0.3 MOI	7	2	Ambiguous	Nucleus	538	10.76	7.027671367192433
0	0.3 MOI	7	2	Unique	Cytoplasm	2342	46.84	28.960221469887852
0	0.3 MOI	7	2	Unique	Nucleus	886	17.72	12.894387394486463
0	0.3 MOI	7	3	Ambiguous	Cytoplasm	90	2.5714285714285716	3.146524119500038
0	0.3 MOI	7	3	Ambiguous	Nucleus	107	3.057142857142857	2.612376948251635
0	0.3 MOI	7	3	Ambiguous	Cytoplasm	559	15.971428571428572	12.494298098749738
0	0.3 MOI	7	3	Ambiguous	Nucleus	353	10.085714285714285	7.027671367192433
0	0.3 MOI	7	3	Unique	Cytoplasm	1777	50.77142857142857	28.960221469887852
0	0.3 MOI	7	3	Unique	Nucleus	683	19.514285714285712	12.894387394486463
0	0.3 MOI	7	4	Ambiguous	Cytoplasm	79	2.323529411764706	3.146524119500038
0	0.3 MOI	7	4	Ambiguous	Nucleus	125	3.676470588235294	2.612376948251635
0	0.3 MOI	7	4	Ambiguous	Cytoplasm	544	16	12.494298098749738
0	0.3 MOI	7	4	Ambiguous	Nucleus	442	13	7.027671367192433
0	0.3 MOI	7	4	Unique	Cytoplasm	1721	50.61764705882353	28.960221469887852
0	0.3 MOI	7	4	Unique	Nucleus	777	22.852941176470587	12.894387394486463
0	0.3 MOI	7	5	Ambiguous	Cytoplasm	203	3.8301886792452833	3.146524119500038
0	0.3 MOI	7	5	Ambiguous	Nucleus	212	4	2.612376948251635
0	0.3 MOI	7	5	Ambiguous	Cytoplasm	1068	20.150943396226417	12.494298098749738
0	0.3 MOI	7	5	Ambiguous	Nucleus	740	13.962264150943398	7.027671367192433
0	0.3 MOI	7	5	Unique	Cytoplasm	2405	45.37735849056604	28.960221469887852
0	0.3 MOI	7	5	Unique	Nucleus	1082	20.41509433962264	12.894387394486463
0	0.3 MOI	7	6	Ambiguous	Cytoplasm	103	1.7166666666666668	3.146524119500038
0	0.3 MOI	7	6	Ambiguous	Nucleus	112	1.8666666666666667	2.612376948251635
0	0.3 MOI	7	6	Ambiguous	Cytoplasm	638	10.633333333333333	12.494298098749738
0	0.3 MOI	7	6	Ambiguous	Nucleus	456	7.6	7.027671367192433
0	0.3 MOI	7	6	Unique	Cytoplasm	2134	35.56666666666666	28.960221469887852
0	0.3 MOI	7	6	Unique	Nucleus	1049	17.483333333333334	12.894387394486463
0	0.3 MOI	7	7	Ambiguous	Cytoplasm	89	1.9777777777777779	3.146524119500038
0	0.3 MOI	7	7	Ambiguous	Nucleus	136	3.0222222222222226	2.612376948251635
0	0.3 MOI	7	7	Ambiguous	Cytoplasm	614	13.644444444444444	12.494298098749738
0	0.3 MOI	7	7	Ambiguous	Nucleus	404	8.977777777777778	7.027671367192433
0	0.3 MOI	7	7	Unique	Cytoplasm	1768	39.288888888888884	28.960221469887852
0	0.3 MOI	7	7	Unique	Nucleus	659	14.644444444444444	12.894387394486463
0	0.3 MOI	8	0	Ambiguous	Cytoplasm	135	3.0681818181818183	5.7869925440913
0	0.3 MOI	8	0	Ambiguous	Nucleus	59	1.340909090909091	3.0249587484505565
0	0.3 MOI	8	0	Ambiguous	Cytoplasm	823	18.704545454545453	21.641922572424477
0	0.3 MOI	8	0	Ambiguous	Nucleus	374	8.5	8.928902754089098
0	0.3 MOI	8	0	Unique	Cytoplasm	1907	43.34090909090909	41.35587388203867
0	0.3 MOI	8	0	Unique	Nucleus	621	14.113636363636363	13.268537036302064
0	0.3 MOI	8	1	Ambiguous	Cytoplasm	92	1.8775510204081634	5.7869925440913
0	0.3 MOI	8	1	Ambiguous	Nucleus	99	2.020408163265306	3.0249587484505565
0	0.3 MOI	8	1	Ambiguous	Cytoplasm	588	12	21.641922572424477
0	0.3 MOI	8	1	Ambiguous	Nucleus	435	8.877551020408164	8.928902754089098
0	0.3 MOI	8	1	Unique	Cytoplasm	1829	37.326530612244895	41.35587388203867
0	0.3 MOI	8	1	Unique	Nucleus	790	16.122448979591837	13.268537036302064
0	0.3 MOI	8	2	Ambiguous	Cytoplasm	273	7.184210526315789	5.7869925440913
0	0.3 MOI	8	2	Ambiguous	Nucleus	87	2.289473684210526	3.0249587484505565
