rep	moi	hpi	fov	molecule	nucleus	spots	spots_per_infected_cell	mean_n
0	1.0 MOI	1	7	mRNA	nucleus	92	1.1645569620253164	8.28336402361983
0	1.0 MOI	1	7	vRNA	cytoplasm	70	0.8860759493670887	4.270755682612458
0	1.0 MOI	1	7	vRNA	nucleus	35	0.44303797468354433	4.270755682612458
0	1.0 MOI	2	0	mRNA	cytoplasm	373	6.322033898305085	11.37473351533889
0	1.0 MOI	2	0	mRNA	nucleus	125	2.1186440677966103	11.37473351533889
0	1.0 MOI	2	0	vRNA	cytoplasm	97	1.6440677966101696	6.548363002438846
0	1.0 MOI	2	0	vRNA	nucleus	98	1.6610169491525424	6.548363002438846
0	1.0 MOI	2	1	mRNA	cytoplasm	381	6.927272727272728	11.37473351533889
0	1.0 MOI	2	1	mRNA	nucleus	167	3.036363636363636	11.37473351533889
0	1.0 MOI	2	1	vRNA	cytoplasm	118	2.1454545454545455	6.548363002438846
0	1.0 MOI	2	1	vRNA	nucleus	98	1.7818181818181817	6.548363002438846
0	1.0 MOI	2	2	mRNA	cytoplasm	406	5.413333333333333	11.37473351533889
0	1.0 MOI	2	2	mRNA	nucleus	191	2.546666666666667	11.37473351533889
0	1.0 MOI	2	2	vRNA	cytoplasm	143	1.9066666666666667	6.548363002438846
0	1.0 MOI	2	2	vRNA	nucleus	131	1.7466666666666666	6.548363002438846
0	1.0 MOI	2	3	mRNA	cytoplasm	502	10.680851063829786	11.37473351533889
0	1.0 MOI	2	3	mRNA	nucleus	173	3.6808510638297873	11.37473351533889
0	1.0 MOI	2	3	vRNA	cytoplasm	147	3.127659574468085	6.548363002438846
0	1.0 MOI	2	3	vRNA	nucleus	94	2	6.548363002438846
0	1.0 MOI	2	4	mRNA	cytoplasm	529	7.666666666666666	11.37473351533889
0	1.0 MOI	2	4	mRNA	nucleus	205	2.971014492753623	11.37473351533889
0	1.0 MOI	2	4	vRNA	cytoplasm	145	2.101449275362319	6.548363002438846
0	1.0 MOI	2	4	vRNA	nucleus	89	1.289855072463768	6.548363002438846
0	1.0 MOI	2	5	mRNA	cytoplasm	756	8.217391304347826	11.37473351533889
0	1.0 MOI	2	5	mRNA	nucleus	351	3.8152173913043477	11.37473351533889
0	1.0 MOI	2	5	vRNA	cytoplasm	175	1.9021739130434783	6.548363002438846
0	1.0 MOI	2	5	vRNA	nucleus	150	1.6304347826086956	6.548363002438846
0	1.0 MOI	2	6	mRNA	cytoplasm	635	6.614583333333334	11.37473351533889
0	1.0 MOI	2	6	mRNA	nucleus	221	2.3020833333333335	11.37473351533889
0	1.0 MOI	2	6	vRNA	cytoplasm	156	1.625	6.548363002438846
0	1.0 MOI	2	6	vRNA	nucleus	100	1.0416666666666667	6.548363002438846
0	1.0 MOI	2	7	mRNA	cytoplasm	541	7.3108108108108105	11.37473351533889
0	1.0 MOI	2	7	mRNA	nucleus	171	2.310810810810811	11.37473351533889
0	1.0 MOI	2	7	vRNA	cytoplasm	166	2.2432432432432434	6.548363002438846
0	1.0 MOI	2	7	vRNA	nucleus	114	1.5405405405405406	6.548363002438846
0	1.0 MOI	3	0	mRNA	cytoplasm	630	8.63013698630137	19.777668200968293
0	1.0 MOI	3	0	mRNA	nucleus	259	3.547945205479452	19.777668200968293
0	1.0 MOI	3	0	vRNA	cytoplasm	135	1.8493150684931505	5.452359999013152
0	1.0 MOI	3	0	vRNA	nucleus	67	0.9178082191780821	5.452359999013152
0	1.0 MOI	3	1	mRNA	cytoplasm	558	7.6438356164383565	19.777668200968293
0	1.0 MOI	3	1	mRNA	nucleus	248	3.3972602739726026	19.777668200968293
0	1.0 MOI	3	1	vRNA	cytoplasm	104	1.4246575342465753	5.452359999013152
0	1.0 MOI	3	1	vRNA	nucleus	83	1.136986301369863	5.452359999013152
0	1.0 MOI	3	2	mRNA	cytoplasm	544	9.89090909090909	19.777668200968293
0	1.0 MOI	3	2	mRNA	nucleus	250	4.545454545454546	19.777668200968293
0	1.0 MOI	3	2	vRNA	cytoplasm	96	1.7454545454545454	5.452359999013152
0	1.0 MOI	3	2	vRNA	nucleus	85	1.5454545454545454	5.452359999013152
0	1.0 MOI	3	3	mRNA	cytoplasm	1018	10.829787234042554	19.777668200968293
0	1.0 MOI	3	3	mRNA	nucleus	415	4.414893617021277	19.777668200968293
0	1.0 MOI	3	3	vRNA	cytoplasm	181	1.925531914893617	5.452359999013152
0	1.0 MOI	3	3	vRNA	nucleus	121	1.2872340425531914	5.452359999013152
0	1.0 MOI	3	4	mRNA	cytoplasm	779	11.289855072463768	19.777668200968293
0	1.0 MOI	3	4	mRNA	nucleus	321	4.6521739130434785	19.777668200968293
0	1.0 MOI	3	4	vRNA	cytoplasm	161	2.3333333333333335	5.452359999013152
0	1.0 MOI	3	4	vRNA	nucleus	86	1.2463768115942029	5.452359999013152
0	1.0 MOI	3	5	mRNA	cytoplasm	583	8.96923076923077	19.777668200968293
0	1.0 MOI	3	5	mRNA	nucleus	251	3.8615384615384616	19.777668200968293
0	1.0 MOI	3	5	vRNA	cytoplasm	122	1.876923076923077	5.452359999013152
0	1.0 MOI	3	5	vRNA	nucleus	111	1.7076923076923078	5.452359999013152
0	1.0 MOI	3	6	mRNA	cytoplasm	520	9.81132075471698	19.777668200968293
0	1.0 MOI	3	6	mRNA	nucleus	228	4.30188679245283	19.777668200968293
0	1.0 MOI	3	6	vRNA	cytoplasm	100	1.8867924528301887	5.452359999013152
0	1.0 MOI	3	6	vRNA	nucleus	76	1.4339622641509435	5.452359999013152
0	1.0 MOI	3	7	mRNA	cytoplasm	682	9.742857142857142	19.777668200968293
0	1.0 MOI	3	7	mRNA	nucleus	331	4.728571428571429	19.777668200968293
0	1.0 MOI	3	7	vRNA	cytoplasm	156	2.2285714285714286	5.452359999013152
0	1.0 MOI	3	7	vRNA	nucleus	90	1.2857142857142858	5.452359999013152
0	1.0 MOI	4	0	mRNA	cytoplasm	660	10.476190476190476	18.22557185532748
0	1.0 MOI	4	0	mRNA	nucleus	309	4.904761904761905	18.22557185532748
0	1.0 MOI	4	0	vRNA	cytoplasm	74	1.1746031746031744	4.999466101703637
0	1.0 MOI	4	0	vRNA	nucleus	66	1.0476190476190474	4.999466101703637
0	1.0 MOI	4	1	mRNA	cytoplasm	948	11.421686746987952	18.22557185532748
0	1.0 MOI	4	1	mRNA	nucleus	475	5.72289156626506	18.22557185532748
0	1.0 MOI	4	1	vRNA	cytoplasm	102	1.2289156626506024	4.999466101703637
0	1.0 MOI	4	1	vRNA	nucleus	109	1.3132530120481927	4.999466101703637
0	1.0 MOI	4	2	mRNA	cytoplasm	865	11.533333333333333	18.22557185532748
0	1.0 MOI	4	2	mRNA	nucleus	384	5.12	18.22557185532748
0	1.0 MOI	4	2	vRNA	cytoplasm	96	1.28	4.999466101703637
0	1.0 MOI	4	2	vRNA	nucleus	102	1.36	4.999466101703637
0	1.0 MOI	4	3	mRNA	cytoplasm	1228	17.542857142857144	18.22557185532748
0	1.0 MOI	4	3	mRNA	nucleus	452	6.457142857142857	18.22557185532748
0	1.0 MOI	4	3	vRNA	cytoplasm	101	1.4428571428571428	4.999466101703637
0	1.0 MOI	4	3	vRNA	nucleus	121	1.7285714285714286	4.999466101703637
0	1.0 MOI	4	4	mRNA	cytoplasm	1598	17.182795698924732	18.22557185532748
0	1.0 MOI	4	4	mRNA	nucleus	680	7.311827956989247	18.22557185532748
0	1.0 MOI	4	4	vRNA	cytoplasm	106	1.1397849462365592	4.999466101703637
0	1.0 MOI	4	4	vRNA	nucleus	199	2.139784946236559	4.999466101703637
0	1.0 MOI	4	5	mRNA	cytoplasm	999	14.478260869565217	18.22557185532748
0	1.0 MOI	4	5	mRNA	nucleus	473	6.855072463768116	18.22557185532748
0	1.0 MOI	4	5	vRNA	cytoplasm	89	1.289855072463768	4.999466101703637
0	1.0 MOI	4	5	vRNA	nucleus	122	1.7681159420289856	4.999466101703637
0	1.0 MOI	4	6	mRNA	cytoplasm	1181	18.16923076923077	18.22557185532748
0	1.0 MOI	4	6	mRNA	nucleus	431	6.63076923076923	18.22557185532748
0	1.0 MOI	4	6	vRNA	cytoplasm	121	1.8615384615384616	4.999466101703637
0	1.0 MOI	4	6	vRNA	nucleus	137	2.1076923076923078	4.999466101703637
0	1.0 MOI	4	7	mRNA	cytoplasm	739	10.710144927536232	18.22557185532748
0	1.0 MOI	4	7	mRNA	nucleus	210	3.043478260869565	18.22557185532748
0	1.0 MOI	4	7	vRNA	cytoplasm	89	1.289855072463768	4.999466101703637
0	1.0 MOI	4	7	vRNA	nucleus	138	2	4.999466101703637
0	1.0 MOI	5	0	mRNA	cytoplasm	1217	23.403846153846153	17.454474756735873
0	1.0 MOI	5	0	mRNA	nucleus	507	9.75	17.454474756735873
0	1.0 MOI	5	0	vRNA	cytoplasm	110	2.1153846153846154	4.786620169679994
0	1.0 MOI	5	0	vRNA	nucleus	266	5.115384615384615	4.786620169679994
0	1.0 MOI	5	1	mRNA	cytoplasm	1262	17.054054054054056	17.454474756735873
0	1.0 MOI	5	1	mRNA	nucleus	561	7.581081081081082	17.454474756735873
0	1.0 MOI	5	1	vRNA	cytoplasm	91	1.2297297297297298	4.786620169679994
0	1.0 MOI	5	1	vRNA	nucleus	249	3.364864864864865	4.786620169679994
0	1.0 MOI	5	2	mRNA	cytoplasm	989	14.128571428571428	17.454474756735873
0	1.0 MOI	5	2	mRNA	nucleus	487	6.957142857142857	17.454474756735873
0	1.0 MOI	5	2	vRNA	cytoplasm	110	1.5714285714285714	4.786620169679994
0	1.0 MOI	5	2	vRNA	nucleus	193	2.757142857142857	4.786620169679994
0	1.0 MOI	5	3	mRNA	cytoplasm	1574	17.685393258426966	17.454474756735873
0	1.0 MOI	5	3	mRNA	nucleus	489	5.49438202247191	17.454474756735873
0	1.0 MOI	5	3	vRNA	cytoplasm	137	1.5393258426966292	4.786620169679994
0	1.0 MOI	5	3	vRNA	nucleus	237	2.662921348314607	4.786620169679994
0	1.0 MOI	5	4	mRNA	cytoplasm	1335	19.92537313432836	17.454474756735873
0	1.0 MOI	5	4	mRNA	nucleus	606	9.044776119402986	17.454474756735873
0	1.0 MOI	5	4	vRNA	cytoplasm	121	1.8059701492537312	4.786620169679994
0	1.0 MOI	5	4	vRNA	nucleus	235	3.5074626865671643	4.786620169679994
0	1.0 MOI	5	5	mRNA	cytoplasm	1694	25.666666666666668	17.454474756735873
0	1.0 MOI	5	5	mRNA	nucleus	596	9.030303030303031	17.454474756735873
0	1.0 MOI	5	5	vRNA	cytoplasm	146	2.212121212121212	4.786620169679994
0	1.0 MOI	5	5	vRNA	nucleus	373	5.651515151515151	4.786620169679994
0	1.0 MOI	5	6	mRNA	cytoplasm	1458	26.035714285714285	17.454474756735873
0	1.0 MOI	5	6	mRNA	nucleus	506	9.035714285714286	17.454474756735873
0	1.0 MOI	5	6	vRNA	cytoplasm	145	2.5892857142857144	4.786620169679994
0	1.0 MOI	5	6	vRNA	nucleus	287	5.125	4.786620169679994
0	1.0 MOI	5	7	mRNA	cytoplasm	1165	18.79032258064516	17.454474756735873
0	1.0 MOI	5	7	mRNA	nucleus	626	10.096774193548386	17.454474756735873
0	1.0 MOI	5	7	vRNA	cytoplasm	92	1.4838709677419355	4.786620169679994
0	1.0 MOI	5	7	vRNA	nucleus	252	4.064516129032258	4.786620169679994
0	1.0 MOI	6	0	mRNA	cytoplasm	1745	28.60655737704918	20.002511206174788
0	1.0 MOI	6	0	mRNA	nucleus	465	7.6229508196721305	20.002511206174788
0	1.0 MOI	6	0	vRNA	cytoplasm	205	3.360655737704918	4.95727549915908
0	1.0 MOI	6	0	vRNA	nucleus	380	6.229508196721311	4.95727549915908
0	1.0 MOI	6	1	mRNA	cytoplasm	1887	38.51020408163265	20.002511206174788
0	1.0 MOI	6	1	mRNA	nucleus	569	11.612244897959185	20.002511206174788
0	1.0 MOI	6	1	vRNA	cytoplasm	256	5.224489795918368	4.95727549915908
0	1.0 MOI	6	1	vRNA	nucleus	368	7.510204081632653	4.95727549915908
0	1.0 MOI	6	2	mRNA	cytoplasm	2158	50.18604651162791	20.002511206174788
0	1.0 MOI	6	2	mRNA	nucleus	332	7.720930232558139	20.002511206174788
0	1.0 MOI	6	2	vRNA	cytoplasm	185	4.3023255813953485	4.95727549915908
0	1.0 MOI	6	2	vRNA	nucleus	351	8.162790697674419	4.95727549915908
0	1.0 MOI	6	3	mRNA	cytoplasm	2522	66.36842105263158	20.002511206174788
0	1.0 MOI	6	3	mRNA	nucleus	491	12.921052631578947	20.002511206174788
0	1.0 MOI	6	3	vRNA	cytoplasm	317	8.342105263157894	4.95727549915908
0	1.0 MOI	6	3	vRNA	nucleus	386	10.157894736842104	4.95727549915908
0	1.0 MOI	6	4	mRNA	cytoplasm	2039	41.61224489795919	20.002511206174788
0	1.0 MOI	6	4	mRNA	nucleus	582	11.877551020408163	20.002511206174788
0	1.0 MOI	6	4	vRNA	cytoplasm	235	4.795918367346939	4.95727549915908
0	1.0 MOI	6	4	vRNA	nucleus	390	7.959183673469388	4.95727549915908
0	1.0 MOI	6	5	mRNA	cytoplasm	1967	35.763636363636365	20.002511206174788
0	1.0 MOI	6	5	mRNA	nucleus	575	10.454545454545453	20.002511206174788
0	1.0 MOI	6	5	vRNA	cytoplasm	337	6.127272727272727	4.95727549915908
0	1.0 MOI	6	5	vRNA	nucleus	318	5.781818181818181	4.95727549915908
0	1.0 MOI	6	6	mRNA	cytoplasm	2051	52.58974358974359	20.002511206174788
0	1.0 MOI	6	6	mRNA	nucleus	567	14.538461538461538	20.002511206174788
0	1.0 MOI	6	6	vRNA	cytoplasm	230	5.897435897435898	4.95727549915908
0	1.0 MOI	6	6	vRNA	nucleus	324	8.307692307692308	4.95727549915908
0	1.0 MOI	6	7	mRNA	cytoplasm	2061	39.63461538461539	20.002511206174788
0	1.0 MOI	6	7	mRNA	nucleus	364	7	20.002511206174788
0	1.0 MOI	6	7	vRNA	cytoplasm	343	6.596153846153846	4.95727549915908
0	1.0 MOI	6	7	vRNA	nucleus	415	7.980769230769231	4.95727549915908
0	1.0 MOI	7	0	mRNA	cytoplasm	1667	31.452830188679243	16.94900812026301
0	1.0 MOI	7	0	mRNA	nucleus	303	5.716981132075472	16.94900812026301
0	1.0 MOI	7	0	vRNA	cytoplasm	919	17.339622641509433	8.711762112003354
0	1.0 MOI	7	0	vRNA	nucleus	648	12.226415094339623	8.711762112003354
0	1.0 MOI	7	1	mRNA	cytoplasm	1848	42	16.94900812026301
0	1.0 MOI	7	1	mRNA	nucleus	346	7.863636363636363	16.94900812026301
0	1.0 MOI	7	1	vRNA	cytoplasm	1095	24.886363636363637	8.711762112003354
0	1.0 MOI	7	1	vRNA	nucleus	625	14.204545454545455	8.711762112003354
0	1.0 MOI	7	2	mRNA	cytoplasm	2085	56.351351351351354	16.94900812026301
0	1.0 MOI	7	2	mRNA	nucleus	329	8.891891891891891	16.94900812026301
0	1.0 MOI	7	2	vRNA	cytoplasm	1266	34.21621621621622	8.711762112003354
0	1.0 MOI	7	2	vRNA	nucleus	565	15.27027027027027	8.711762112003354
0	1.0 MOI	7	3	mRNA	cytoplasm	2173	47.23913043478261	16.94900812026301
0	1.0 MOI	7	3	mRNA	nucleus	470	10.217391304347826	16.94900812026301
0	1.0 MOI	7	3	vRNA	cytoplasm	961	20.891304347826086	8.711762112003354
0	1.0 MOI	7	3	vRNA	nucleus	479	10.41304347826087	8.711762112003354
0	1.0 MOI	7	4	mRNA	cytoplasm	1558	30.549019607843135	16.94900812026301
0	1.0 MOI	7	4	mRNA	nucleus	330	6.470588235294118	16.94900812026301
0	1.0 MOI	7	4	vRNA	cytoplasm	607	11.901960784313726	8.711762112003354
0	1.0 MOI	7	4	vRNA	nucleus	521	10.215686274509805	8.711762112003354
0	1.0 MOI	7	5	mRNA	cytoplasm	1773	24.625	16.94900812026301
0	1.0 MOI	7	5	mRNA	nucleus	405	5.625	16.94900812026301
0	1.0 MOI	7	5	vRNA	cytoplasm	1083	15.041666666666666	8.711762112003354
0	1.0 MOI	7	5	vRNA	nucleus	713	9.902777777777779	8.711762112003354
0	1.0 MOI	7	6	mRNA	cytoplasm	2185	38.333333333333336	16.94900812026301
0	1.0 MOI	7	6	mRNA	nucleus	522	9.157894736842106	16.94900812026301
0	1.0 MOI	7	6	vRNA	cytoplasm	1191	20.894736842105264	8.711762112003354
0	1.0 MOI	7	6	vRNA	nucleus	692	12.140350877192983	8.711762112003354
0	1.0 MOI	7	7	mRNA	cytoplasm	1946	37.42307692307692	16.94900812026301
0	1.0 MOI	7	7	mRNA	nucleus	274	5.269230769230769	16.94900812026301
0	1.0 MOI	7	7	vRNA	cytoplasm	839	16.134615384615383	8.711762112003354
0	1.0 MOI	7	7	vRNA	nucleus	527	10.134615384615385	8.711762112003354
0	1.0 MOI	8	0	mRNA	cytoplasm	1610	30.37735849056604	17.96425369042044
0	1.0 MOI	8	0	mRNA	nucleus	173	3.2641509433962264	17.96425369042044
0	1.0 MOI	8	0	vRNA	cytoplasm	1551	29.264150943396228	11.94301410447417
0	1.0 MOI	8	0	vRNA	nucleus	652	12.30188679245283	11.94301410447417
0	1.0 MOI	8	1	mRNA	cytoplasm	1283	22.910714285714285	17.96425369042044
0	1.0 MOI	8	1	mRNA	nucleus	136	2.4285714285714284	17.96425369042044
0	1.0 MOI	8	1	vRNA	cytoplasm	1545	27.589285714285715	11.94301410447417
0	1.0 MOI	8	1	vRNA	nucleus	621	11.089285714285714	11.94301410447417
0	1.0 MOI	8	2	mRNA	cytoplasm	1239	32.60526315789473	17.96425369042044
0	1.0 MOI	8	2	mRNA	nucleus	113	2.973684210526316	17.96425369042044
0	1.0 MOI	8	2	vRNA	cytoplasm	1628	42.8421052631579	11.94301410447417
0	1.0 MOI	8	2	vRNA	nucleus	438	11.526315789473685	11.94301410447417
0	1.0 MOI	8	3	mRNA	cytoplasm	1409	27.627450980392158	17.96425369042044
0	1.0 MOI	8	3	mRNA	nucleus	245	4.803921568627451	17.96425369042044
0	1.0 MOI	8	3	vRNA	cytoplasm	1462	28.666666666666668	11.94301410447417
0	1.0 MOI	8	3	vRNA	nucleus	553	10.843137254901961	11.94301410447417
0	1.0 MOI	8	4	mRNA	cytoplasm	1709	38.84090909090909	17.96425369042044
0	1.0 MOI	8	4	mRNA	nucleus	233	5.295454545454545	17.96425369042044
0	1.0 MOI	8	4	vRNA	cytoplasm	1534	34.86363636363637	11.94301410447417
0	1.0 MOI	8	4	vRNA	nucleus	579	13.159090909090908	11.94301410447417
0	1.0 MOI	8	5	mRNA	cytoplasm	1398	23.3	17.96425369042044
0	1.0 MOI	8	5	mRNA	nucleus	189	3.15	17.96425369042044
0	1.0 MOI	8	5	vRNA	cytoplasm	1698	28.3	11.94301410447417
0	1.0 MOI	8	5	vRNA	nucleus	711	11.85	11.94301410447417
0	1.0 MOI	8	6	mRNA	cytoplasm	1032	15.402985074626866	17.96425369042044
0	1.0 MOI	8	6	mRNA	nucleus	214	3.1940298507462686	17.96425369042044
0	1.0 MOI	8	6	vRNA	cytoplasm	1724	25.73134328358209	11.94301410447417
0	1.0 MOI	8	6	vRNA	nucleus	966	14.417910447761194	11.94301410447417
0	1.0 MOI	8	7	mRNA	cytoplasm	1251	27.8	17.96425369042044
0	1.0 MOI	8	7	mRNA	nucleus	151	3.3555555555555556	17.96425369042044
0	1.0 MOI	8	7	vRNA	cytoplasm	1772	39.37777777777778	11.94301410447417
0	1.0 MOI	8	7	vRNA	nucleus	661	14.688888888888888	11.94301410447417
1	0.3 MOI	0	0	mRNA	cytoplasm	40	1.3333333333333333	1.0114409541408178
1	0.3 MOI	0	0	mRNA	nucleus	34	1.1333333333333333	1.0114409541408178
1	0.3 MOI	0	0	vRNA	cytoplasm	15	0.5	1.0768580280432993
1	0.3 MOI	0	0	vRNA	nucleus	10	0.3333333333333333	1.0768580280432993
1	0.3 MOI	0	1	mRNA	cytoplasm	37	1.2333333333333334	1.0114409541408178
1	0.3 MOI	0	1	mRNA	nucleus	37	1.2333333333333334	1.0114409541408178
1	0.3 MOI	0	1	vRNA	cytoplasm	25	0.8333333333333334	1.0768580280432993
1	0.3 MOI	0	1	vRNA	nucleus	10	0.3333333333333333	1.0768580280432993
1	0.3 MOI	0	2	mRNA	cytoplasm	44	1.2222222222222223	1.0114409541408178
1	0.3 MOI	0	2	mRNA	nucleus	51	1.4166666666666667	1.0114409541408178
1	0.3 MOI	0	2	vRNA	cytoplasm	21	0.5833333333333334	1.0768580280432993
1	0.3 MOI	0	2	vRNA	nucleus	15	0.41666666666666663	1.0768580280432993
1	0.3 MOI	0	3	mRNA	cytoplasm	28	0.9333333333333333	1.0114409541408178
1	0.3 MOI	0	3	mRNA	nucleus	21	0.7	1.0114409541408178
1	0.3 MOI	0	3	vRNA	cytoplasm	48	1.6	1.0768580280432993
1	0.3 MOI	0	3	vRNA	nucleus	14	0.4666666666666667	1.0768580280432993
1	0.3 MOI	0	4	mRNA	cytoplasm	12	1.7142857142857142	1.0114409541408178
1	0.3 MOI	0	4	mRNA	nucleus	6	0.8571428571428571	1.0114409541408178
1	0.3 MOI	0	4	vRNA	cytoplasm	17	2.4285714285714284	1.0768580280432993
1	0.3 MOI	0	4	vRNA	nucleus	14	2	1.0768580280432993
1	0.3 MOI	0	5	mRNA	cytoplasm	3	0.23076923076923078	1.0114409541408178
1	0.3 MOI	0	5	mRNA	nucleus	6	0.46153846153846156	1.0114409541408178
1	0.3 MOI	0	5	vRNA	cytoplasm	19	1.4615384615384617	1.0768580280432993
1	0.3 MOI	0	5	vRNA	nucleus	2	0.15384615384615385	1.0768580280432993
1	0.3 MOI	0	6	mRNA	cytoplasm	26	0.8666666666666667	1.0114409541408178
1	0.3 MOI	0	6	mRNA	nucleus	25	0.8333333333333333	1.0114409541408178
1	0.3 MOI	0	6	vRNA	cytoplasm	68	2.2666666666666666	1.0768580280432993
1	0.3 MOI	0	6	vRNA	nucleus	17	0.5666666666666667	1.0768580280432993
1	0.3 MOI	0	7	mRNA	cytoplasm	50	0.9090909090909091	1.0114409541408178
1	0.3 MOI	0	7	mRNA	nucleus	79	1.4363636363636363	1.0114409541408178
1	0.3 MOI	0	7	vRNA	cytoplasm	64	1.1636363636363636	1.0768580280432993
1	0.3 MOI	0	7	vRNA	nucleus	44	0.7999999999999999	1.0768580280432993
1	0.3 MOI	0	8	mRNA	cytoplasm	57	1.2954545454545454	1.0114409541408178
1	0.3 MOI	0	8	mRNA	nucleus	47	1.0681818181818181	1.0114409541408178
1	0.3 MOI	0	8	vRNA	cytoplasm	48	1.0909090909090908	1.0768580280432993
1	0.3 MOI	0	8	vRNA	nucleus	30	0.6818181818181819	1.0768580280432993
1	0.3 MOI	0	9	mRNA	cytoplasm	65	1.4444444444444444	1.0114409541408178
1	0.3 MOI	0	9	mRNA	nucleus	59	1.3111111111111111	1.0114409541408178
1	0.3 MOI	0	9	vRNA	cytoplasm	65	1.4444444444444444	1.0768580280432993
1	0.3 MOI	0	9	vRNA	nucleus	34	0.7555555555555555	1.0768580280432993
1	0.3 MOI	1	0	mRNA	cytoplasm	887	11.671052631578947	6.928873837510921
1	0.3 MOI	1	0	mRNA	nucleus	737	9.697368421052632	6.928873837510921
1	0.3 MOI	1	0	vRNA	cytoplasm	364	4.7894736842105265	3.7420227030980975
1	0.3 MOI	1	0	vRNA	nucleus	712	9.368421052631579	3.7420227030980975
1	0.3 MOI	1	1	mRNA	cytoplasm	912	11.4	6.928873837510921
1	0.3 MOI	1	1	mRNA	nucleus	699	8.7375	6.928873837510921
1	0.3 MOI	1	1	vRNA	cytoplasm	322	4.025	3.7420227030980975
1	0.3 MOI	1	1	vRNA	nucleus	616	7.7	3.7420227030980975
1	0.3 MOI	1	2	mRNA	cytoplasm	809	10.506493506493506	6.928873837510921
1	0.3 MOI	1	2	mRNA	nucleus	556	7.220779220779221	6.928873837510921
1	0.3 MOI	1	2	vRNA	cytoplasm	247	3.207792207792208	3.7420227030980975
1	0.3 MOI	1	2	vRNA	nucleus	461	5.987012987012987	3.7420227030980975
1	0.3 MOI	1	3	mRNA	cytoplasm	477	5.678571428571429	6.928873837510921
1	0.3 MOI	1	3	mRNA	nucleus	337	4.011904761904762	6.928873837510921
1	0.3 MOI	1	3	vRNA	cytoplasm	211	2.511904761904762	3.7420227030980975
1	0.3 MOI	1	3	vRNA	nucleus	298	3.5476190476190474	3.7420227030980975
1	0.3 MOI	1	4	mRNA	cytoplasm	300	5.357142857142858	6.928873837510921
1	0.3 MOI	1	4	mRNA	nucleus	185	3.3035714285714284	6.928873837510921
1	0.3 MOI	1	4	vRNA	cytoplasm	138	2.4642857142857144	3.7420227030980975
1	0.3 MOI	1	4	vRNA	nucleus	212	3.7857142857142856	3.7420227030980975
1	0.3 MOI	1	5	mRNA	cytoplasm	970	14.26470588235294	6.928873837510921
1	0.3 MOI	1	5	mRNA	nucleus	654	9.617647058823529	6.928873837510921
1	0.3 MOI	1	5	vRNA	cytoplasm	290	4.264705882352941	3.7420227030980975
1	0.3 MOI	1	5	vRNA	nucleus	473	6.955882352941177	3.7420227030980975
1	0.3 MOI	1	6	mRNA	cytoplasm	944	11.512195121951219	6.928873837510921
1	0.3 MOI	1	6	mRNA	nucleus	700	8.536585365853659	6.928873837510921
1	0.3 MOI	1	6	vRNA	cytoplasm	344	4.195121951219512	3.7420227030980975
1	0.3 MOI	1	6	vRNA	nucleus	586	7.146341463414634	3.7420227030980975
1	0.3 MOI	1	7	mRNA	cytoplasm	976	11.48235294117647	6.928873837510921
1	0.3 MOI	1	7	mRNA	nucleus	762	8.964705882352941	6.928873837510921
1	0.3 MOI	1	7	vRNA	cytoplasm	324	3.8117647058823527	3.7420227030980975
1	0.3 MOI	1	7	vRNA	nucleus	641	7.541176470588235	3.7420227030980975
1	0.3 MOI	1	8	mRNA	cytoplasm	866	9.311827956989246	6.928873837510921
1	0.3 MOI	1	8	mRNA	nucleus	764	8.21505376344086	6.928873837510921
1	0.3 MOI	1	8	vRNA	cytoplasm	280	3.010752688172043	3.7420227030980975
1	0.3 MOI	1	8	vRNA	nucleus	619	6.655913978494624	3.7420227030980975
1	0.3 MOI	1	9	mRNA	cytoplasm	709	7.791208791208791	6.928873837510921
1	0.3 MOI	1	9	mRNA	nucleus	622	6.835164835164835	6.928873837510921
1	0.3 MOI	1	9	vRNA	cytoplasm	234	2.5714285714285716	3.7420227030980975
1	0.3 MOI	1	9	vRNA	nucleus	541	5.945054945054945	3.7420227030980975
1	0.3 MOI	2	0	mRNA	cytoplasm	911	10.717647058823529	7.371378446386462
1	0.3 MOI	2	0	mRNA	nucleus	754	8.870588235294118	7.371378446386462
1	0.3 MOI	2	0	vRNA	cytoplasm	394	4.635294117647059	5.338594004370982
1	0.3 MOI	2	0	vRNA	nucleus	823	9.68235294117647	5.338594004370982
1	0.3 MOI	2	1	mRNA	cytoplasm	892	10.878048780487806	7.371378446386462
1	0.3 MOI	2	1	mRNA	nucleus	649	7.914634146341463	7.371378446386462
1	0.3 MOI	2	1	vRNA	cytoplasm	361	4.402439024390244	5.338594004370982
1	0.3 MOI	2	1	vRNA	nucleus	711	8.670731707317072	5.338594004370982
1	0.3 MOI	2	2	mRNA	cytoplasm	897	11.354430379746836	7.371378446386462
1	0.3 MOI	2	2	mRNA	nucleus	827	10.468354430379748	7.371378446386462
1	0.3 MOI	2	2	vRNA	cytoplasm	335	4.2405063291139244	5.338594004370982
1	0.3 MOI	2	2	vRNA	nucleus	791	10.012658227848101	5.338594004370982
1	0.3 MOI	2	3	mRNA	cytoplasm	914	10.880952380952381	7.371378446386462
1	0.3 MOI	2	3	mRNA	nucleus	721	8.583333333333334	7.371378446386462
1	0.3 MOI	2	3	vRNA	cytoplasm	326	3.880952380952381	5.338594004370982
