rep	segment	sample	fov	infected_cells	spots	median_intensity	mean_radius	spots_per_infected_cell	plp
rep2	HA	4PLP	fov_6	66	1709	0.0011902037	3	25.893939393939394	4
rep2	HA	4PLP	fov_7	80	2706	0.0011444266	3	33.825	4
rep2	HA	4PLP	fov_8	62	2916	0.0012054627	3	47.03225806451613	4
rep2	HA	4PLP	fov_9	22	371	0.002136263	3	16.863636363636363	4
rep2	HA	5PLP	fov_0	51	942	0.002121004	3	18.470588235294116	5
rep2	HA	5PLP	fov_1	51	922	0.0022735943	3	18.07843137254902	5
rep2	HA	5PLP	fov_2	38	645	0.002105745	3	16.973684210526315	5
rep2	HA	5PLP	fov_3	32	528	0.002136263	3	16.5	5
rep2	HA	5PLP	fov_4	16	242	0.0022812238	3	15.125	5
rep2	HA	5PLP	fov_5	34	812	0.0021972992	3	23.88235294117647	5
rep2	HA	5PLP	fov_6	64	3652	0.0014496071	3	57.0625	5
rep2	HA	5PLP	fov_7	74	2334	0.0012359808	3	31.54054054054054	5
rep2	HA	5PLP	fov_8	75	2997	0.001419089	3	39.96	5
rep2	HA	5PLP	fov_9	49	1040	0.0019378958	3	21.224489795918366	5
